Date,Time,Station,WDR,TEMP,WSP,HUMID,SOLAR
01/01/2020,01:00:00,WALLSEND,211.9,20.9,3.2,68.4,-2.3
01/01/2020,02:00:00,WALLSEND,226.6,20.4,1.8,70.4,-2.2
01/01/2020,03:00:00,WALLSEND,227.2,20.4,1.7,70.9,-1.7
01/01/2020,04:00:00,WALLSEND,224.6,20.3,1.5,71.3,-1.4
01/01/2020,05:00:00,WALLSEND,228.1,20.3,1.2,71.4,-0.4
01/01/2020,06:00:00,WALLSEND,227.5,20.4,1.1,71.5,38.4
01/01/2020,07:00:00,WALLSEND,233.5,20.8,1.3,70.6,105.1
01/01/2020,08:00:00,WALLSEND,220.6,22.1,0.7,66.6,319.2
01/01/2020,09:00:00,WALLSEND,149,22.8,0.9,64.3,556.6
01/01/2020,10:00:00,WALLSEND,118.3,24.4,2.1,60,811.6
01/01/2020,11:00:00,WALLSEND,125.1,24.4,3.7,60.4,971.1
01/01/2020,12:00:00,WALLSEND,118.8,24.5,3.5,59.9,964.4
01/01/2020,13:00:00,WALLSEND,123.1,24.1,4.4,62,1001.5
01/01/2020,14:00:00,WALLSEND,133.9,24.1,5.1,63.6,970
01/01/2020,15:00:00,WALLSEND,134.9,23.9,5.2,65.6,832.9
01/01/2020,16:00:00,WALLSEND,130.6,23.5,5.1,68.7,557.5
01/01/2020,17:00:00,WALLSEND,146.3,23.1,4.6,72.1,318.2
01/01/2020,18:00:00,WALLSEND,166.7,22.7,3.9,77,121.5
01/01/2020,19:00:00,WALLSEND,178,22.5,3.1,80.2,36
01/01/2020,20:00:00,WALLSEND,172.1,22.2,3.6,83.6,-1.1
01/01/2020,21:00:00,WALLSEND,169.6,22.3,3.3,84.6,-1.2
01/01/2020,22:00:00,WALLSEND,173.5,22.1,3.3,86,-1.1
01/01/2020,23:00:00,WALLSEND,179.7,22,2.9,87,-1.1
02/01/2020,01:00:00,WALLSEND,182.7,21.2,2.9,88.1,-1.5
02/01/2020,02:00:00,WALLSEND,183.3,20.8,2.7,89.6,-1.8
02/01/2020,03:00:00,WALLSEND,183.3,20.1,2.2,91.8,-1.7
02/01/2020,04:00:00,WALLSEND,185.3,19.7,1.9,91.8,-1.7
02/01/2020,05:00:00,WALLSEND,183.3,19.7,2,91.1,-1.2
02/01/2020,10:00:00,WALLSEND,191.7,22.6,2.3,70.2,254.4
02/01/2020,11:00:00,WALLSEND,173,23.4,2.3,68.8,327.5
02/01/2020,12:00:00,WALLSEND,180.1,23.6,1.8,69.2,240.3
02/01/2020,13:00:00,WALLSEND,157.2,23.3,2.5,71,253.9
02/01/2020,14:00:00,WALLSEND,155.9,23.4,3,70.9,337.5
02/01/2020,15:00:00,WALLSEND,170.3,23.5,2.7,70.5,303.8
02/01/2020,16:00:00,WALLSEND,158.7,23,3.5,73.2,248.1
02/01/2020,17:00:00,WALLSEND,165,23,2.9,73.7,188.6
02/01/2020,18:00:00,WALLSEND,164.3,22.3,2.9,79.1,69.8
02/01/2020,19:00:00,WALLSEND,171.6,22,2.2,85.6,19.2
02/01/2020,20:00:00,WALLSEND,185.6,22,1.9,87.8,-0.9
02/01/2020,21:00:00,WALLSEND,185.5,22.3,1.8,88,-2
02/01/2020,22:00:00,WALLSEND,191.3,22.7,1.3,87.9,-1.2
02/01/2020,23:00:00,WALLSEND,205.4,22.5,1.4,88.8,-1.2
03/01/2020,01:00:00,WALLSEND,228.4,22.2,1,91.1,-1.1
03/01/2020,02:00:00,WALLSEND,173.9,22.2,1.3,92.3,-1.3
03/01/2020,03:00:00,WALLSEND,196.7,22,0.8,92.7,-1.6
03/01/2020,04:00:00,WALLSEND,205.5,21.9,0.7,92.9,-1.5
03/01/2020,05:00:00,WALLSEND,180.5,21.8,0.7,92.9,-0.7
03/01/2020,06:00:00,WALLSEND,182.6,22.1,0.9,91.8,19.5
03/01/2020,07:00:00,WALLSEND,176.3,22.6,1.2,88.6,82.2
03/01/2020,08:00:00,WALLSEND,187.6,23.6,1.1,84.1,210.4
03/01/2020,09:00:00,WALLSEND,133.3,25.4,0.3,74.8,406.3
03/01/2020,10:00:00,WALLSEND,98.4,26.5,0.5,69,386.8
03/01/2020,11:00:00,WALLSEND,98.3,27.8,0.7,65.1,546
03/01/2020,12:00:00,WALLSEND,125.6,28.5,4.4,64.2,1001.6
03/01/2020,13:00:00,WALLSEND,111.6,28.3,4.6,64.5,1039.4
03/01/2020,14:00:00,WALLSEND,104.7,28.9,5.3,55.8,982
03/01/2020,15:00:00,WALLSEND,117.7,29.6,5.1,50,856.9
03/01/2020,16:00:00,WALLSEND,114.4,28.9,4.7,55.4,672
03/01/2020,17:00:00,WALLSEND,104.3,28.4,4.3,58.4,388.5
03/01/2020,18:00:00,WALLSEND,94,28.7,3.2,55.9,95
03/01/2020,19:00:00,WALLSEND,108.3,27.6,2.6,60.2,32.1
03/01/2020,20:00:00,WALLSEND,110.9,25.7,1.5,68.2,-1.4
03/01/2020,21:00:00,WALLSEND,76,25.5,0.7,67.9,-2.6
03/01/2020,22:00:00,WALLSEND,132.4,24.7,0.9,70.2,-2.4
03/01/2020,23:00:00,WALLSEND,147,23.8,1.6,75,-2.5
04/01/2020,01:00:00,WALLSEND,174.3,22.3,1,84.4,-2.3
04/01/2020,02:00:00,WALLSEND,200.7,21.9,0.9,86.2,-2.3
04/01/2020,03:00:00,WALLSEND,210.3,21.4,0.8,89,-2.3
04/01/2020,04:00:00,WALLSEND,196.1,21,0.6,91.1,-2.3
04/01/2020,05:00:00,WALLSEND,208.4,20.8,0.5,92.1,-1.1
04/01/2020,06:00:00,WALLSEND,233.8,20.9,0.4,92,48.7
04/01/2020,07:00:00,WALLSEND,39.1,23.3,0.5,83.1,212.7
04/01/2020,08:00:00,WALLSEND,351.9,26.5,1.9,69.4,435.6
04/01/2020,09:00:00,WALLSEND,342.2,30.5,2.5,55,637.6
04/01/2020,10:00:00,WALLSEND,327.1,35.5,3.6,36.2,807.8
04/01/2020,11:00:00,WALLSEND,319.1,39.3,4.2,24.7,937.9
04/01/2020,12:00:00,WALLSEND,320.8,41.6,4.3,20.6,1010.1
04/01/2020,13:00:00,WALLSEND,317.3,43.3,3.8,17.5,1014.4
04/01/2020,14:00:00,WALLSEND,323.1,44.3,3.6,15.2,949.8
04/01/2020,15:00:00,WALLSEND,333,44.5,3.2,14,784.4
04/01/2020,16:00:00,WALLSEND,24.8,43.7,2.7,16.4,574.3
04/01/2020,17:00:00,WALLSEND,82.8,40.8,3.1,25.2,296
04/01/2020,18:00:00,WALLSEND,59.5,39.7,2.2,25.7,101.5
04/01/2020,19:00:00,WALLSEND,33.5,37.5,1.7,27.3,30.6
04/01/2020,20:00:00,WALLSEND,20.2,35.7,1.3,27.2,-2
04/01/2020,21:00:00,WALLSEND,35.5,33.3,0.7,33,-2.7
04/01/2020,22:00:00,WALLSEND,46.3,30.8,0.1,40,-2.2
04/01/2020,23:00:00,WALLSEND,254.4,29.2,0.1,45.7,-2
05/01/2020,01:00:00,WALLSEND,199.8,24.5,5.1,69.4,-2.1
05/01/2020,02:00:00,WALLSEND,201.4,23.7,5.8,69.7,-1.8
05/01/2020,03:00:00,WALLSEND,198.1,23.3,4.1,64,-2.2
05/01/2020,04:00:00,WALLSEND,199.5,23.1,3.5,56.9,-2.6
05/01/2020,05:00:00,WALLSEND,199.8,23,2.7,51.7,-1.5
05/01/2020,06:00:00,WALLSEND,201.4,22.9,1.9,54.3,41.4
05/01/2020,07:00:00,WALLSEND,190.8,23.4,2.7,56.2,184.9
05/01/2020,08:00:00,WALLSEND,197.6,23.7,2.8,60.5,303.1
05/01/2020,09:00:00,WALLSEND,197.4,23.6,2.7,65.5,290.1
05/01/2020,10:00:00,WALLSEND,195.9,24.2,2.4,64.2,432.5
05/01/2020,11:00:00,WALLSEND,171.1,25.3,3.1,59.4,618.2
05/01/2020,12:00:00,WALLSEND,156.4,25.4,4.6,59.3,751.4
05/01/2020,13:00:00,WALLSEND,156.9,25.5,5.6,58,966
05/01/2020,14:00:00,WALLSEND,162.7,25.8,4.8,56.1,931
05/01/2020,15:00:00,WALLSEND,156.4,24.9,6.1,60,780.3
05/01/2020,16:00:00,WALLSEND,163.7,24.1,5.3,64.8,457.1
05/01/2020,17:00:00,WALLSEND,169,22.9,4.7,70.5,150.1
05/01/2020,18:00:00,WALLSEND,172,22.4,4.4,71.3,107.1
05/01/2020,19:00:00,WALLSEND,166.2,21.9,3.8,73,25.8
05/01/2020,20:00:00,WALLSEND,162.2,20.9,3.8,77.7,-1.7
05/01/2020,21:00:00,WALLSEND,157.3,19.8,5,82.8,-0.9
05/01/2020,22:00:00,WALLSEND,156.4,19.7,4.3,78.2,-2.4
05/01/2020,23:00:00,WALLSEND,152.3,20.8,3.8,69.1,-1.6
06/01/2020,01:00:00,WALLSEND,172.9,20.4,1.1,70.6,-2.1
06/01/2020,02:00:00,WALLSEND,209.9,19.9,0.8,73.3,-2.3
06/01/2020,03:00:00,WALLSEND,155.2,19.9,2,73.5,-2.3
06/01/2020,04:00:00,WALLSEND,154.4,20,1.6,74.1,-2
06/01/2020,05:00:00,WALLSEND,198.1,20.3,0.9,74,-1.3
06/01/2020,06:00:00,WALLSEND,181.7,20.4,1.2,76.5,6.1
06/01/2020,07:00:00,WALLSEND,160.8,19.6,1.1,86.1,36.4
06/01/2020,08:00:00,WALLSEND,162.8,21.1,1.5,79.7,164.5
06/01/2020,09:00:00,WALLSEND,137.2,21.8,2.6,73.6,118.9
06/01/2020,10:00:00,WALLSEND,134.5,22,3.1,72.5,154.7
06/01/2020,11:00:00,WALLSEND,135.7,22.3,3.6,72.2,201.8
06/01/2020,12:00:00,WALLSEND,140.8,22.6,4.1,71.3,292.7
06/01/2020,13:00:00,WALLSEND,133.6,22.8,4.6,72.1,314.5
06/01/2020,14:00:00,WALLSEND,130,23.2,4.3,72.6,473.5
06/01/2020,15:00:00,WALLSEND,130.8,23.2,4.4,73.8,481.6
06/01/2020,16:00:00,WALLSEND,141.1,22.4,4.6,78.4,281.6
06/01/2020,17:00:00,WALLSEND,145,22.1,4.2,81,168
06/01/2020,18:00:00,WALLSEND,141.4,21.8,3.8,83.9,90.7
06/01/2020,19:00:00,WALLSEND,144.2,21.7,4,85.2,33
06/01/2020,20:00:00,WALLSEND,158.2,21.4,2.4,88.8,-1
06/01/2020,21:00:00,WALLSEND,149.4,21.5,2.1,90.1,-1.2
06/01/2020,22:00:00,WALLSEND,171.5,21.6,1.2,92,-1.4
06/01/2020,23:00:00,WALLSEND,161.7,21.4,1,94.9,-1.2
07/01/2020,01:00:00,WALLSEND,241.2,21.4,0.5,95,-1.4
07/01/2020,02:00:00,WALLSEND,189.7,21.3,0.3,95.5,-1.4
07/01/2020,03:00:00,WALLSEND,297.7,21,0.2,96.4,-1.6
07/01/2020,04:00:00,WALLSEND,158.9,20.9,0.6,96.7,-1.5
07/01/2020,05:00:00,WALLSEND,165.8,21.1,0.8,96.4,-1.2
07/01/2020,06:00:00,WALLSEND,195.9,21.3,0.7,96,23.3
07/01/2020,07:00:00,WALLSEND,209.5,21.6,1.3,95.3,79.5
07/01/2020,08:00:00,WALLSEND,209.1,22.2,1,90.3,183.1
07/01/2020,09:00:00,WALLSEND,118.9,25.6,0.8,74.6,623.9
07/01/2020,10:00:00,WALLSEND,354.6,25.9,2.2,72.2,226
07/01/2020,11:00:00,WALLSEND,336.5,25.3,2,76.2,127
07/01/2020,12:00:00,WALLSEND,316.2,26.6,2.4,70.6,406.9
07/01/2020,13:00:00,WALLSEND,321.6,29,2.4,59.2,847
07/01/2020,14:00:00,WALLSEND,16.9,31.4,1.3,45.9,702.5
07/01/2020,15:00:00,WALLSEND,105.1,32.1,2.2,45.5,806.6
07/01/2020,16:00:00,WALLSEND,116.1,29.1,4.5,61,645.2
07/01/2020,17:00:00,WALLSEND,112.6,28.6,3.7,64.4,391.3
07/01/2020,18:00:00,WALLSEND,122.9,27.9,2.8,68.1,114.7
07/01/2020,19:00:00,WALLSEND,89.5,27.9,2.1,66.9,34.3
07/01/2020,20:00:00,WALLSEND,73.2,26.6,1.4,69.1,-1.3
07/01/2020,21:00:00,WALLSEND,26.3,25.9,1.1,70,-2.4
07/01/2020,22:00:00,WALLSEND,9.9,25.7,1.3,67.8,-2
07/01/2020,23:00:00,WALLSEND,8.9,25.5,1.1,69.1,-2.1
08/01/2020,01:00:00,WALLSEND,201.3,24.9,0.9,72.1,-1.9
08/01/2020,02:00:00,WALLSEND,177.7,24.9,1.3,75.4,-2
08/01/2020,03:00:00,WALLSEND,192.3,24.3,1.5,80.8,-1.6
08/01/2020,04:00:00,WALLSEND,197.5,23.9,1.3,83.7,-1.6
08/01/2020,05:00:00,WALLSEND,207.3,23.8,0.8,83.4,-1
08/01/2020,06:00:00,WALLSEND,208.4,23.9,1.4,82.3,28.7
08/01/2020,07:00:00,WALLSEND,201.5,24.3,1.3,81,90.9
08/01/2020,08:00:00,WALLSEND,167.6,24.4,2.2,81.2,214.6
08/01/2020,09:00:00,WALLSEND,166.8,25.4,2.5,75.1,462.3
08/01/2020,12:00:00,WALLSEND,152.5,26.7,5.2,66.1,969
08/01/2020,13:00:00,WALLSEND,167.2,27.5,3.5,63.4,983.4
08/01/2020,14:00:00,WALLSEND,155.6,26.4,5.7,69.6,890.1
08/01/2020,15:00:00,WALLSEND,154.6,25.9,5.7,72.2,702.1
08/01/2020,16:00:00,WALLSEND,159.4,25.3,4.8,74.1,457.3
08/01/2020,17:00:00,WALLSEND,168.2,24.1,3.6,78.7,162.1
08/01/2020,18:00:00,WALLSEND,169.2,23.2,3.3,81.9,50.9
08/01/2020,19:00:00,WALLSEND,195.9,22.9,2,83.5,9
08/01/2020,20:00:00,WALLSEND,182.4,22.1,1.9,91.2,0.2
08/01/2020,21:00:00,WALLSEND,184.7,21.7,1.9,90.7,-1.2
08/01/2020,22:00:00,WALLSEND,201.8,21.5,2.3,92.9,-1.4
08/01/2020,23:00:00,WALLSEND,196.7,21.2,2.4,94.8,-1.1
09/01/2020,15:00:00,WALLSEND,159.1,25.5,3.4,68,567.3
09/01/2020,16:00:00,WALLSEND,158.5,23.6,3.5,77.7,233.7
09/01/2020,17:00:00,WALLSEND,155.4,23,2.7,81.9,139.5
09/01/2020,18:00:00,WALLSEND,171.7,23,1.8,80.2,42.4
09/01/2020,19:00:00,WALLSEND,169.7,23,1.5,81.1,10.1
09/01/2020,20:00:00,WALLSEND,165.1,22.7,1.3,84.5,-1
09/01/2020,21:00:00,WALLSEND,174.6,22.5,1.2,85.9,-1.3
09/01/2020,22:00:00,WALLSEND,186,22,1.2,87.4,-2.1
09/01/2020,23:00:00,WALLSEND,179.4,21.7,1,89.1,-1.9
10/01/2020,01:00:00,WALLSEND,199.6,21.1,0.7,93.1,-1.5
10/01/2020,02:00:00,WALLSEND,196.9,21.3,0.9,92.2,-1.1
10/01/2020,03:00:00,WALLSEND,174.2,21.3,1,91.8,-1.2
10/01/2020,04:00:00,WALLSEND,209.9,21.4,0.7,91.8,-1.2
10/01/2020,05:00:00,WALLSEND,185.3,21.5,0.7,91.6,-0.7
10/01/2020,06:00:00,WALLSEND,204.5,21.8,0.7,90.8,23.9
10/01/2020,07:00:00,WALLSEND,175.9,23,0.7,86,159.7
10/01/2020,08:00:00,WALLSEND,88.3,24.9,1.3,78.2,385.6
10/01/2020,09:00:00,WALLSEND,81.7,26.6,2.3,69.4,697
10/01/2020,10:00:00,WALLSEND,59.2,27.8,2,63.5,743.8
10/01/2020,11:00:00,WALLSEND,22.8,29.4,1.7,57,967
10/01/2020,12:00:00,WALLSEND,87.5,31,2.4,54,1024.3
10/01/2020,13:00:00,WALLSEND,108.1,31.2,4.1,55,1027.5
10/01/2020,14:00:00,WALLSEND,109.8,32.5,4.6,51.5,962.5
10/01/2020,15:00:00,WALLSEND,100.4,33.5,4.2,48.6,835.5
10/01/2020,16:00:00,WALLSEND,106.8,33.8,4.2,48.1,650
10/01/2020,17:00:00,WALLSEND,89.2,34.4,4.3,45.8,395.3
10/01/2020,18:00:00,WALLSEND,91,33.2,3.5,48.5,94.3
10/01/2020,19:00:00,WALLSEND,83.1,31.5,1.6,51.6,29.3
10/01/2020,20:00:00,WALLSEND,33.4,29.9,0.9,55.8,-1.8
10/01/2020,21:00:00,WALLSEND,59.6,29,1,59.2,-2.5
10/01/2020,22:00:00,WALLSEND,43.9,28.1,0.7,64,-2.3
10/01/2020,23:00:00,WALLSEND,29.9,27.4,0.7,66.9,-2.3
11/01/2020,01:00:00,WALLSEND,354.7,26.3,0.4,70.9,-1.8
11/01/2020,02:00:00,WALLSEND,314.6,25.6,0.2,74.2,-1.5
11/01/2020,03:00:00,WALLSEND,207.1,25.3,1.6,74.3,-1.2
11/01/2020,04:00:00,WALLSEND,202.7,22.1,5.3,80.6,-0.1
11/01/2020,05:00:00,WALLSEND,200.4,21.7,5.3,81.5,-1.4
11/01/2020,06:00:00,WALLSEND,200.3,21.9,4.6,83.7,15.7
11/01/2020,07:00:00,WALLSEND,197.6,21.1,3.6,87.9,38.1
11/01/2020,08:00:00,WALLSEND,185,20.7,2.4,88,18.5
11/01/2020,09:00:00,WALLSEND,199.2,20.5,2.2,89.3,45.1
11/01/2020,10:00:00,WALLSEND,192.1,19.4,2.7,92,67.6
11/01/2020,11:00:00,WALLSEND,191.7,18.8,3,92.3,82.5
11/01/2020,12:00:00,WALLSEND,183.4,19.1,2.7,90.1,171
11/01/2020,13:00:00,WALLSEND,177.5,19.6,2.8,83.9,222.5
11/01/2020,14:00:00,WALLSEND,177,20.7,2.3,73.3,168.7
11/01/2020,15:00:00,WALLSEND,178.6,20.8,2.7,69,127.1
11/01/2020,16:00:00,WALLSEND,178.4,21.1,2.3,65.7,124.4
11/01/2020,17:00:00,WALLSEND,168,21.1,2.3,64.5,97.7
11/01/2020,18:00:00,WALLSEND,170.4,21,2.3,66.8,54.7
11/01/2020,19:00:00,WALLSEND,167.7,20.7,2.3,70.4,7.3
11/01/2020,20:00:00,WALLSEND,147.2,20,2.3,78.2,-0.9
11/01/2020,21:00:00,WALLSEND,155.5,20.5,1.9,76.3,-1.5
11/01/2020,22:00:00,WALLSEND,150.1,20.6,2.2,75,-1.5
11/01/2020,23:00:00,WALLSEND,150.5,20.5,2.2,76.5,-1.5
12/01/2020,01:00:00,WALLSEND,148.5,20.1,3.2,72.4,-2
12/01/2020,02:00:00,WALLSEND,156.7,19.5,2,71,-1.9
12/01/2020,03:00:00,WALLSEND,192.8,18.1,0.8,75.8,-2.4
12/01/2020,04:00:00,WALLSEND,203.4,17,0.8,80.2,-2.4
12/01/2020,05:00:00,WALLSEND,174.8,16.9,1,79,-2.4
12/01/2020,06:00:00,WALLSEND,156.9,18.6,2.1,66.6,31.6
12/01/2020,07:00:00,WALLSEND,148.7,20,3.2,63.1,167.6
12/01/2020,08:00:00,WALLSEND,133,21.2,4.2,57.5,339
12/01/2020,09:00:00,WALLSEND,130.1,21.6,4.7,57.5,456.3
12/01/2020,10:00:00,WALLSEND,137.2,22.2,5.3,54.3,551.3
12/01/2020,11:00:00,WALLSEND,141.1,23,5.2,50.5,850.7
12/01/2020,12:00:00,WALLSEND,133.1,23.2,5.2,50.2,831
12/01/2020,13:00:00,WALLSEND,130.3,23.2,4.7,50.6,763.4
12/01/2020,14:00:00,WALLSEND,133.9,23.1,4.6,50.7,681.2
12/01/2020,15:00:00,WALLSEND,129.9,22.8,4.6,53.7,515.1
12/01/2020,16:00:00,WALLSEND,124.4,22.2,4.5,58.4,257.6
12/01/2020,17:00:00,WALLSEND,147.4,21.2,3.8,65.7,61.5
12/01/2020,18:00:00,WALLSEND,142.8,21,4.4,67.2,29.2
12/01/2020,19:00:00,WALLSEND,143.9,19.9,4,75.2,5.9
12/01/2020,20:00:00,WALLSEND,139.4,19.1,2.4,80,-1.5
12/01/2020,21:00:00,WALLSEND,142.3,20.2,3,73.1,-2.4
12/01/2020,22:00:00,WALLSEND,131.4,20.5,3.1,71.1,-1.5
12/01/2020,23:00:00,WALLSEND,132.5,20.6,3.3,69.6,-1.5
13/01/2020,01:00:00,WALLSEND,135.5,20.3,1.7,71.3,-1.8
13/01/2020,02:00:00,WALLSEND,172.5,19.5,0.5,75.3,-1.9
13/01/2020,03:00:00,WALLSEND,202.6,19.3,0.6,78.3,-1.4
13/01/2020,04:00:00,WALLSEND,195.1,19.3,0.7,76.6,-1.5
13/01/2020,05:00:00,WALLSEND,197.4,19.1,0.6,77.4,-1.1
13/01/2020,06:00:00,WALLSEND,147,19.7,2.2,77,41.7
13/01/2020,07:00:00,WALLSEND,129,21.2,1.7,68.9,219.5
13/01/2020,08:00:00,WALLSEND,129.1,22.6,2.7,57.4,459.4
13/01/2020,09:00:00,WALLSEND,109.6,23.4,3.1,53.5,643.8
13/01/2020,10:00:00,WALLSEND,122.7,23.6,3.5,55.3,657.3
13/01/2020,11:00:00,WALLSEND,122.4,24,4.1,57.2,897.7
13/01/2020,12:00:00,WALLSEND,119.7,24.6,4.6,55.1,1047.8
13/01/2020,13:00:00,WALLSEND,113.2,25.1,4.5,53.1,1049.9
13/01/2020,14:00:00,WALLSEND,113.4,24.8,4.8,55.6,887.1
13/01/2020,15:00:00,WALLSEND,117.3,24.6,5.4,57.7,786
13/01/2020,16:00:00,WALLSEND,113,23.7,5.7,63.5,522.1
13/01/2020,17:00:00,WALLSEND,110.2,23.1,4.8,64.2,278.1
13/01/2020,18:00:00,WALLSEND,114.7,22.6,4.8,69.5,109.5
13/01/2020,19:00:00,WALLSEND,113.8,22.1,3.8,74.8,33.1
13/01/2020,20:00:00,WALLSEND,115.1,21.5,2.6,78.3,-1.5
13/01/2020,21:00:00,WALLSEND,107.8,21.2,1.6,78,-3
13/01/2020,22:00:00,WALLSEND,103.3,20.9,0.8,78.9,-2.8
13/01/2020,23:00:00,WALLSEND,91,21.3,1.4,78.3,-2.6
14/01/2020,01:00:00,WALLSEND,112,21.7,1.5,78,-1.9
14/01/2020,02:00:00,WALLSEND,145.8,21.1,1,82,-2.1
14/01/2020,03:00:00,WALLSEND,219.7,19.8,0.3,86.2,-2.2
14/01/2020,04:00:00,WALLSEND,207.6,18.7,0.7,89.7,-2.3
14/01/2020,05:00:00,WALLSEND,209.6,18.1,0.8,91.7,-1.7
14/01/2020,06:00:00,WALLSEND,206.5,18.4,0.8,92.5,44.1
14/01/2020,07:00:00,WALLSEND,202.7,21.1,1.1,83.5,234.3
14/01/2020,08:00:00,WALLSEND,122.3,23.7,1.6,70.8,291.6
14/01/2020,09:00:00,WALLSEND,98.8,24.5,2.8,65.1,449.4
14/01/2020,10:00:00,WALLSEND,113.8,25.5,3.8,61.3,768.6
14/01/2020,11:00:00,WALLSEND,109,26.1,4.6,60.2,1023.6
14/01/2020,12:00:00,WALLSEND,112,26.4,5.1,57.8,1075.6
14/01/2020,13:00:00,WALLSEND,112.3,26.9,5,54.8,1065.9
14/01/2020,14:00:00,WALLSEND,112.8,27.1,4.9,53.8,995.7
14/01/2020,15:00:00,WALLSEND,107.9,26.4,5.7,56.2,856.1
14/01/2020,16:00:00,WALLSEND,108.8,25.8,5.7,60,659.9
14/01/2020,17:00:00,WALLSEND,106.5,25.1,5.4,64.3,395.7
14/01/2020,18:00:00,WALLSEND,117.1,24.2,5,69.3,113.8
14/01/2020,19:00:00,WALLSEND,118.5,23.3,3.9,72.7,33.9
14/01/2020,20:00:00,WALLSEND,117.8,22.7,3.2,74.7,-2
14/01/2020,21:00:00,WALLSEND,121.6,22.4,2.6,73.6,-2.7
14/01/2020,22:00:00,WALLSEND,144.9,22,1.9,77.2,-2.9
14/01/2020,23:00:00,WALLSEND,158.1,21.6,1.3,79,-2.6
15/01/2020,01:00:00,WALLSEND,211.8,20.3,0.7,83.1,-2.3
15/01/2020,02:00:00,WALLSEND,194.9,19.6,0.7,85.3,-2.5
15/01/2020,03:00:00,WALLSEND,176.7,19,0.8,88.9,-2.7
15/01/2020,04:00:00,WALLSEND,194.1,18.9,0.9,89.9,-2.6
15/01/2020,05:00:00,WALLSEND,196.5,18.7,0.9,91.3,-1.3
15/01/2020,06:00:00,WALLSEND,190.1,19.4,1.1,90.3,50
15/01/2020,07:00:00,WALLSEND,189.2,21.5,1.4,83.6,223.8
15/01/2020,08:00:00,WALLSEND,188,23.4,1.4,73.6,248.4
15/01/2020,09:00:00,WALLSEND,145.3,24.5,1.9,66.6,409
15/01/2020,10:00:00,WALLSEND,129.1,25.3,2.5,64.7,569.5
15/01/2020,11:00:00,WALLSEND,126.8,25.7,3.2,64.5,663.1
15/01/2020,12:00:00,WALLSEND,128.6,25.4,4.1,67.2,580.6
15/01/2020,13:00:00,WALLSEND,132.3,25.4,4,67.9,601.2
15/01/2020,14:00:00,WALLSEND,134.3,25.5,4.4,70.3,608.6
15/01/2020,15:00:00,WALLSEND,135.5,26,4.9,71.5,638.3
15/01/2020,16:00:00,WALLSEND,125.5,26.2,4.5,72.1,389
15/01/2020,17:00:00,WALLSEND,137.9,25.8,4.2,75.7,184.8
15/01/2020,18:00:00,WALLSEND,121.1,26.5,2.8,71.2,96.5
15/01/2020,19:00:00,WALLSEND,84,26.6,2.1,69.3,36.9
15/01/2020,20:00:00,WALLSEND,74.8,25.7,1.3,73,-0.9
15/01/2020,21:00:00,WALLSEND,72.7,24.9,1.2,77.7,-2.4
15/01/2020,22:00:00,WALLSEND,80.7,24.1,0.9,81.9,-2.5
15/01/2020,23:00:00,WALLSEND,75.5,23.6,0.8,83.7,-2.3
16/01/2020,01:00:00,WALLSEND,150,22.9,0.4,84.6,-2
16/01/2020,02:00:00,WALLSEND,250.7,21.9,0.1,88.2,-2.2
16/01/2020,03:00:00,WALLSEND,332.7,21.4,0.4,87.3,-2.2
16/01/2020,04:00:00,WALLSEND,240.1,20.8,0.3,88.6,-2
16/01/2020,05:00:00,WALLSEND,254.2,20.2,0.3,91,-1.7
16/01/2020,06:00:00,WALLSEND,206.5,20.3,0.4,91.2,21.2
16/01/2020,07:00:00,WALLSEND,203.5,22.1,0.8,85.9,126.3
16/01/2020,08:00:00,WALLSEND,200.4,24.4,1.1,76.9,311.1
16/01/2020,09:00:00,WALLSEND,198.2,26.8,1.8,69.9,507.9
16/01/2020,10:00:00,WALLSEND,175.1,27.9,2.1,65.7,654.5
16/01/2020,11:00:00,WALLSEND,176.6,29.4,1.8,58.8,646.1
16/01/2020,12:00:00,WALLSEND,173.1,29,1.8,58.2,307.6
16/01/2020,13:00:00,WALLSEND,340.8,21.3,1.7,90.9,21.7
16/01/2020,14:00:00,WALLSEND,35.8,21.2,1,96.3,104.9
16/01/2020,15:00:00,WALLSEND,35.5,21.7,1.1,91,129.8
16/01/2020,16:00:00,WALLSEND,350.9,22.9,1.8,84.8,261.5
16/01/2020,17:00:00,WALLSEND,339.1,24.9,2.4,73.4,262.6
16/01/2020,18:00:00,WALLSEND,339.1,24.9,1.4,64.9,85.1
16/01/2020,19:00:00,WALLSEND,354.5,24.2,1,76.2,24.4
16/01/2020,20:00:00,WALLSEND,12.7,23.4,0.7,78.7,-1.3
16/01/2020,21:00:00,WALLSEND,169,23,0.4,82.3,-1.4
16/01/2020,22:00:00,WALLSEND,179.7,22.5,0.6,87.6,-1.8
16/01/2020,23:00:00,WALLSEND,79.5,21.8,0.2,89.1,-2.2
17/01/2020,01:00:00,WALLSEND,142.8,21.2,2,91.6,-2.2
17/01/2020,02:00:00,WALLSEND,173.7,21.1,1.5,91.1,-2.1
17/01/2020,03:00:00,WALLSEND,197.5,21.3,1.5,89.8,-2.1
17/01/2020,04:00:00,WALLSEND,206.1,21.3,1.4,89.7,-2.1
17/01/2020,05:00:00,WALLSEND,209.2,21,1.2,89.5,-1.7
17/01/2020,06:00:00,WALLSEND,201.9,21.1,0.9,89.9,20.6
